date,city,scenario,temperature_f,precip_mm
2022-03,Los Angeles,ssp126,61.84,0.6551
2022-04,Los Angeles,ssp126,61.59,0.6571
2022-05,Los Angeles,ssp126,61.82,0.6851
2022-06,Los Angeles,ssp126,61.58,0.7766
2022-07,Los Angeles,ssp126,62.06,0.6377
2022-08,Los Angeles,ssp126,61.82,0.7025
2022-09,Los Angeles,ssp126,61.47,0.9245
2022-10,Los Angeles,ssp126,61.87,1.0355
2022-11,Los Angeles,ssp126,61.92,1.0255
2022-12,Los Angeles,ssp126,62.35,1.0883
2023-01,Los Angeles,ssp126,62.11,1.0919
2023-02,Los Angeles,ssp126,61.4,1.1346
2023-03,Los Angeles,ssp126,61.45,1.1337
2023-04,Los Angeles,ssp126,61.73,1.1313
2023-05,Los Angeles,ssp126,61.23,1.2934
2023-06,Los Angeles,ssp126,60.98,1.2163
2023-07,Los Angeles,ssp126,60.16,1.3154
2023-08,Los Angeles,ssp126,60.08,1.6379
2023-09,Los Angeles,ssp126,59.73,1.4281
2023-10,Los Angeles,ssp126,59.85,1.3708
2023-11,Los Angeles,ssp126,59.96,1.4771
2023-12,Los Angeles,ssp126,59.72,1.3857
2024-01,Los Angeles,ssp126,59.77,1.3886
2024-02,Los Angeles,ssp126,59.9,1.3459
2024-03,Los Angeles,ssp126,59.68,1.3455
2024-04,Los Angeles,ssp126,59.68,1.3501
2024-05,Los Angeles,ssp126,59.78,1.1615
2024-06,Los Angeles,ssp126,60.15,1.1998
2024-07,Los Angeles,ssp126,60.45,1.0344
2024-08,Los Angeles,ssp126,61.39,0.6114
2024-09,Los Angeles,ssp126,61.7,0.6823
2024-10,Los Angeles,ssp126,61.94,0.4536
2024-11,Los Angeles,ssp126,61.81,0.2721
2024-12,Los Angeles,ssp126,62.22,0.2601
2025-01,Los Angeles,ssp126,62.56,0.2991
2025-02,Los Angeles,ssp126,62.67,0.2998
2025-03,Los Angeles,ssp126,62.51,0.3006
2025-04,Los Angeles,ssp126,62.42,0.296
2025-05,Los Angeles,ssp126,62.69,0.2891
2025-06,Los Angeles,ssp126,63.08,0.3136
2025-07,Los Angeles,ssp126,63.15,0.3375
2025-08,Los Angeles,ssp126,62.18,0.8404
2025-09,Los Angeles,ssp126,61.66,1.3067
2025-10,Los Angeles,ssp126,61.43,1.4143
2025-11,Los Angeles,ssp126,61.31,1.5832
2025-12,Los Angeles,ssp126,61.37,1.5847
2026-01,Los Angeles,ssp126,61.08,1.5368
2026-02,Los Angeles,ssp126,61.19,1.5362
2026-03,Los Angeles,ssp126,61.46,1.5353
2026-04,Los Angeles,ssp126,61.51,1.534
2026-05,Los Angeles,ssp126,61.27,1.5448
2026-06,Los Angeles,ssp126,60.75,1.5883
2026-07,Los Angeles,ssp126,60.59,1.5529
2026-08,Los Angeles,ssp126,61.05,1.0573
2026-09,Los Angeles,ssp126,61.22,0.9257
2026-10,Los Angeles,ssp126,60.79,1.1074
2026-11,Los Angeles,ssp126,60.67,1.0133
2026-12,Los Angeles,ssp126,60.57,1.0122
2027-01,Los Angeles,ssp126,60.68,1.0132
2027-02,Los Angeles,ssp126,60.42,1.0134
2027-03,Los Angeles,ssp126,60.36,1.0136
2027-04,Los Angeles,ssp126,60.1,1.014
2027-05,Los Angeles,ssp126,60.02,1.0267
2027-06,Los Angeles,ssp126,60.21,1.0224
2027-07,Los Angeles,ssp126,60.31,1.2871
2027-08,Los Angeles,ssp126,60.16,1.4093
2027-09,Los Angeles,ssp126,60.23,1.5201
2027-10,Los Angeles,ssp126,60.33,1.634
2027-11,Los Angeles,ssp126,60.31,1.608
2027-12,Los Angeles,ssp126,60.06,1.662
2028-01,Los Angeles,ssp126,60.09,1.6671
2028-02,Los Angeles,ssp126,60.31,1.6669
2028-03,Los Angeles,ssp126,60.24,1.6688
2028-04,Los Angeles,ssp126,59.72,1.7395
2028-05,Los Angeles,ssp126,59.56,1.7733
2028-06,Los Angeles,ssp126,59.35,1.6653
2028-07,Los Angeles,ssp126,59.38,1.4188
2028-08,Los Angeles,ssp126,59.31,1.3291
2028-09,Los Angeles,ssp126,59.36,1.3332
2028-10,Los Angeles,ssp126,59.8,1.0894
2028-11,Los Angeles,ssp126,59.82,1.2928
2028-12,Los Angeles,ssp126,60.24,1.2471
2029-01,Los Angeles,ssp126,60.1,1.2427
2029-02,Los Angeles,ssp126,59.91,1.2436
2029-03,Los Angeles,ssp126,59.96,1.2418
2029-04,Los Angeles,ssp126,60.11,1.2338
2029-05,Los Angeles,ssp126,60.35,1.1816
2029-06,Los Angeles,ssp126,60.9,1.2941
2029-07,Los Angeles,ssp126,60.95,1.4256
2029-08,Los Angeles,ssp126,60.94,1.5222
2029-09,Los Angeles,ssp126,60.77,1.3529
2029-10,Los Angeles,ssp126,60.62,1.4974
2029-11,Los Angeles,ssp126,60.6,1.3061
2029-12,Los Angeles,ssp126,60.76,1.3306
2030-01,Los Angeles,ssp126,60.71,1.3441
2030-02,Los Angeles,ssp126,60.86,1.3435
2030-03,Los Angeles,ssp126,60.74,1.3491
2030-04,Los Angeles,ssp126,61.3,1.301
2030-05,Los Angeles,ssp126,61.24,1.6335
2030-06,Los Angeles,ssp126,60.75,1.5837
2030-07,Los Angeles,ssp126,60.83,1.4858
2030-08,Los Angeles,ssp126,60.62,1.5616
2030-09,Los Angeles,ssp126,60.95,1.4341
2030-10,Los Angeles,ssp126,60.76,1.3544
2030-11,Los Angeles,ssp126,60.7,1.539
2030-12,Los Angeles,ssp126,60.34,1.6785
2031-01,Los Angeles,ssp126,60.19,1.6662
2031-02,Los Angeles,ssp126,60.06,1.6657
2031-03,Los Angeles,ssp126,60.34,1.6611
2031-04,Los Angeles,ssp126,60.15,1.6534
2031-05,Los Angeles,ssp126,60.41,1.3299
2031-06,Los Angeles,ssp126,60.77,1.4861
2031-07,Los Angeles,ssp126,60.39,1.6572
2031-08,Los Angeles,ssp126,60.19,1.817
2031-09,Los Angeles,ssp126,60.04,1.6687
2031-10,Los Angeles,ssp126,60.53,1.4786
2031-11,Los Angeles,ssp126,60.73,1.5295
2031-12,Los Angeles,ssp126,60.95,1.3551
2032-01,Los Angeles,ssp126,61.17,1.3519
2032-02,Los Angeles,ssp126,61.44,1.3555
2032-03,Los Angeles,ssp126,61.67,1.3571
2032-04,Los Angeles,ssp126,61.75,1.3516
2032-05,Los Angeles,ssp126,61.68,1.3445
2032-06,Los Angeles,ssp126,61.3,1.305
2032-07,Los Angeles,ssp126,61.75,1.3278
2032-08,Los Angeles,ssp126,61.87,0.979
2032-09,Los Angeles,ssp126,62.05,1.1845
2032-10,Los Angeles,ssp126,61.46,1.4678
2032-11,Los Angeles,ssp126,61.25,1.4068
2032-12,Los Angeles,ssp126,60.99,1.4331
2033-01,Los Angeles,ssp126,61.29,1.4355
2033-02,Los Angeles,ssp126,61.09,1.4324
2033-03,Los Angeles,ssp126,60.2,1.4324
2033-04,Los Angeles,ssp126,59.99,1.4331
2033-05,Los Angeles,ssp126,59.95,1.4263
2033-06,Los Angeles,ssp126,60.24,1.2069
2033-07,Los Angeles,ssp126,60.41,1.1254
2033-08,Los Angeles,ssp126,60.89,1.9911
2033-09,Los Angeles,ssp126,60.64,2.2274
2033-10,Los Angeles,ssp126,60.92,2.1669
2033-11,Los Angeles,ssp126,60.93,2.0425
2033-12,Los Angeles,ssp126,60.56,2.083
2034-01,Los Angeles,ssp126,60.04,2.1033
2034-02,Los Angeles,ssp126,60.24,2.1027
2034-03,Los Angeles,ssp126,61.07,2.1
2034-04,Los Angeles,ssp126,61.4,2.0976
2034-05,Los Angeles,ssp126,61.63,2.1038
2034-06,Los Angeles,ssp126,61.28,2.2992
2034-07,Los Angeles,ssp126,60.89,2.2984
2034-08,Los Angeles,ssp126,60.33,1.4468
2034-09,Los Angeles,ssp126,60.27,1.036
2034-10,Los Angeles,ssp126,60.34,0.9644
2034-11,Los Angeles,ssp126,60.78,0.9381
2034-12,Los Angeles,ssp126,61.28,0.9514
2035-01,Los Angeles,ssp126,61.75,0.9333
2035-02,Los Angeles,ssp126,61.86,0.9339
2035-03,Los Angeles,ssp126,61.71,0.9347
2035-04,Los Angeles,ssp126,61.67,0.9354
2035-05,Los Angeles,ssp126,61.69,0.9932
2035-06,Los Angeles,ssp126,62.32,0.7922
2035-07,Los Angeles,ssp126,62.32,0.8056
2035-08,Los Angeles,ssp126,62.81,0.8614
2035-09,Los Angeles,ssp126,63.0,0.8436
2035-10,Los Angeles,ssp126,62.81,1.1871
2035-11,Los Angeles,ssp126,62.85,1.0869
2035-12,Los Angeles,ssp126,62.49,1.1338
2036-01,Los Angeles,ssp126,62.09,1.1328
2036-02,Los Angeles,ssp126,61.89,1.1351
2036-03,Los Angeles,ssp126,61.52,1.1346
2036-04,Los Angeles,ssp126,61.17,1.1344
2036-05,Los Angeles,ssp126,60.97,1.1332
2036-06,Los Angeles,ssp126,60.4,1.471
2036-07,Los Angeles,ssp126,60.26,1.7129
2036-08,Los Angeles,ssp126,60.06,1.8024
2036-09,Los Angeles,ssp126,59.85,2.6301
2036-10,Los Angeles,ssp126,59.62,2.2069
2036-11,Los Angeles,ssp126,59.63,2.2326
2036-12,Los Angeles,ssp126,60.05,2.1517
2037-01,Los Angeles,ssp126,60.23,2.1735
2037-02,Los Angeles,ssp126,60.04,2.172
2037-03,Los Angeles,ssp126,60.34,2.1716
2037-04,Los Angeles,ssp126,60.1,2.1782
2037-05,Los Angeles,ssp126,60.42,2.1184
2037-06,Los Angeles,ssp126,60.52,1.8224
2037-07,Los Angeles,ssp126,60.94,1.4784
2037-08,Los Angeles,ssp126,61.14,2.074
2037-09,Los Angeles,ssp126,61.34,1.2926
2037-10,Los Angeles,ssp126,61.58,1.3748
2037-11,Los Angeles,ssp126,61.39,1.4972
2037-12,Los Angeles,ssp126,61.08,1.4706
2038-01,Los Angeles,ssp126,60.94,1.4488
2038-02,Los Angeles,ssp126,60.92,1.448
2038-03,Los Angeles,ssp126,61.15,1.4486
2038-04,Los Angeles,ssp126,61.43,1.5065
2038-05,Los Angeles,ssp126,61.32,1.5206
2038-06,Los Angeles,ssp126,61.6,1.4937
2038-07,Los Angeles,ssp126,61.18,1.67
2038-08,Los Angeles,ssp126,60.86,1.079
2038-09,Los Angeles,ssp126,60.69,1.1529
2038-10,Los Angeles,ssp126,60.51,1.5307
2038-11,Los Angeles,ssp126,59.87,1.8068
2038-12,Los Angeles,ssp126,59.82,1.7989
2039-01,Los Angeles,ssp126,59.62,1.7999
2039-02,Los Angeles,ssp126,59.61,1.8009
2039-03,Los Angeles,ssp126,59.32,1.8005
2039-04,Los Angeles,ssp126,59.41,1.7435
2039-05,Los Angeles,ssp126,58.67,1.732
2039-06,Los Angeles,ssp126,58.84,1.7395
2039-07,Los Angeles,ssp126,59.02,1.8238
2039-08,Los Angeles,ssp126,59.08,1.682
2039-09,Los Angeles,ssp126,58.82,1.5902
2039-10,Los Angeles,ssp126,59.0,1.1695
2039-11,Los Angeles,ssp126,59.83,0.7683
2039-12,Los Angeles,ssp126,59.76,0.762
2040-01,Los Angeles,ssp126,60.26,0.7978
2040-02,Los Angeles,ssp126,60.39,0.7967
2040-03,Los Angeles,ssp126,60.4,0.7983
2040-04,Los Angeles,ssp126,60.49,0.8001
2040-05,Los Angeles,ssp126,61.24,0.7952
2040-06,Los Angeles,ssp126,60.71,0.8367
2040-07,Los Angeles,ssp126,60.99,0.6427
2040-08,Los Angeles,ssp126,61.2,0.6017
2040-09,Los Angeles,ssp126,61.55,0.6215
2040-10,Los Angeles,ssp126,61.49,0.6669
2040-11,Los Angeles,ssp126,61.35,0.8643
2040-12,Los Angeles,ssp126,61.39,1.0398
2041-01,Los Angeles,ssp126,61.02,1.0266
2041-02,Los Angeles,ssp126,61.08,1.0291
2041-03,Los Angeles,ssp126,61.55,1.0275
2041-04,Los Angeles,ssp126,61.8,1.0181
2041-05,Los Angeles,ssp126,61.75,1.0749
2041-06,Los Angeles,ssp126,61.63,1.1816
2041-07,Los Angeles,ssp126,61.38,1.3321
2041-08,Los Angeles,ssp126,61.21,1.6259
2041-09,Los Angeles,ssp126,61.18,2.0704
2041-10,Los Angeles,ssp126,61.13,1.9256
2041-11,Los Angeles,ssp126,60.78,1.9694
2041-12,Los Angeles,ssp126,60.97,1.7953
2042-01,Los Angeles,ssp126,61.51,1.771
2042-02,Los Angeles,ssp126,61.25,1.768
2042-03,Los Angeles,ssp126,61.03,1.7678
2042-04,Los Angeles,ssp126,60.7,1.7844
2042-05,Los Angeles,ssp126,60.29,1.7475
2042-06,Los Angeles,ssp126,60.57,1.7548
2042-07,Los Angeles,ssp126,60.62,1.5606
2042-08,Los Angeles,ssp126,60.0,1.4825
2042-09,Los Angeles,ssp126,60.0,0.981
2042-10,Los Angeles,ssp126,60.38,1.0746
2042-11,Los Angeles,ssp126,60.43,0.9671
2042-12,Los Angeles,ssp126,60.73,0.9665
2043-01,Los Angeles,ssp126,60.37,0.9752
2043-02,Los Angeles,ssp126,60.87,0.9763
2043-03,Los Angeles,ssp126,60.89,0.9768
2043-04,Los Angeles,ssp126,60.9,0.9616
2043-05,Los Angeles,ssp126,60.66,0.9723
2043-06,Los Angeles,ssp126,60.48,0.834
2043-07,Los Angeles,ssp126,60.5,0.7723
2043-08,Los Angeles,ssp126,61.21,0.6223
2043-09,Los Angeles,ssp126,61.63,0.5301
2043-10,Los Angeles,ssp126,62.07,0.3814
2043-11,Los Angeles,ssp126,62.26,0.4277
2043-12,Los Angeles,ssp126,61.9,0.427
2044-01,Los Angeles,ssp126,61.9,0.436
2044-02,Los Angeles,ssp126,61.49,0.4377
2044-03,Los Angeles,ssp126,61.0,0.4371
2044-04,Los Angeles,ssp126,61.0,0.4476
2044-05,Los Angeles,ssp126,61.85,0.4164
2044-06,Los Angeles,ssp126,61.94,0.4808
2044-07,Los Angeles,ssp126,62.02,0.9479
2044-08,Los Angeles,ssp126,62.08,0.8776
2044-09,Los Angeles,ssp126,61.9,1.0568
2044-10,Los Angeles,ssp126,61.42,1.1369
2044-11,Los Angeles,ssp126,61.36,1.2562
2044-12,Los Angeles,ssp126,61.58,1.2567
2045-01,Los Angeles,ssp126,62.04,1.239
2045-02,Los Angeles,ssp126,62.06,1.2367
2045-03,Los Angeles,ssp126,62.38,1.2367
2045-04,Los Angeles,ssp126,62.34,1.2396
2045-05,Los Angeles,ssp126,61.79,1.4813
2045-06,Los Angeles,ssp126,62.03,1.384
2045-07,Los Angeles,ssp126,61.76,1.1436
2045-08,Los Angeles,ssp126,61.61,1.3559
2045-09,Los Angeles,ssp126,61.37,1.5602
2045-10,Los Angeles,ssp126,61.24,1.6613
2045-11,Los Angeles,ssp126,61.27,1.401
2045-12,Los Angeles,ssp126,61.46,1.4514
2046-01,Los Angeles,ssp126,61.2,1.4538
2046-02,Los Angeles,ssp126,61.3,1.4547
2046-03,Los Angeles,ssp126,61.56,1.4554
2046-04,Los Angeles,ssp126,61.69,1.4961
2046-05,Los Angeles,ssp126,62.04,1.3692
2046-06,Los Angeles,ssp126,61.68,1.4467
2046-07,Los Angeles,ssp126,61.9,1.238
2046-08,Los Angeles,ssp126,61.77,1.2888
2046-09,Los Angeles,ssp126,61.7,1.1075
2046-10,Los Angeles,ssp126,61.46,1.1006
2046-11,Los Angeles,ssp126,61.55,1.0966
2046-12,Los Angeles,ssp126,61.53,1.0399
2047-01,Los Angeles,ssp126,61.68,1.0369
2047-02,Los Angeles,ssp126,61.82,1.0376
2047-03,Los Angeles,ssp126,61.81,1.0373
2047-04,Los Angeles,ssp126,61.75,0.9829
2047-05,Los Angeles,ssp126,61.59,0.8682
2047-06,Los Angeles,ssp126,61.75,0.8321
2047-07,Los Angeles,ssp126,61.56,0.7945
2047-08,Los Angeles,ssp126,62.36,0.5708
2047-09,Los Angeles,ssp126,62.67,0.5605
2047-10,Los Angeles,ssp126,62.84,0.5638
2047-11,Los Angeles,ssp126,62.68,0.7238
2047-12,Los Angeles,ssp126,61.95,0.7784
2048-01,Los Angeles,ssp126,61.66,0.7779
2048-02,Los Angeles,ssp126,61.35,0.7762
2048-03,Los Angeles,ssp126,60.91,0.7768
2048-04,Los Angeles,ssp126,61.24,0.7761
2048-05,Los Angeles,ssp126,61.48,0.7802
2048-06,Los Angeles,ssp126,61.9,0.7295
2048-07,Los Angeles,ssp126,61.79,0.8072
2048-08,Los Angeles,ssp126,61.46,1.3413
2048-09,Los Angeles,ssp126,61.43,1.7993
2048-10,Los Angeles,ssp126,61.44,2.0011
2048-11,Los Angeles,ssp126,61.42,1.8463
2048-12,Los Angeles,ssp126,62.07,1.793
2049-01,Los Angeles,ssp126,62.09,1.794
2049-02,Los Angeles,ssp126,62.42,1.7937
2049-03,Los Angeles,ssp126,62.61,1.8643
2049-04,Los Angeles,ssp126,62.02,1.8653
2049-05,Los Angeles,ssp126,61.54,2.0345
2049-06,Los Angeles,ssp126,60.91,2.071
2049-07,Los Angeles,ssp126,60.73,2.1189
2049-08,Los Angeles,ssp126,60.65,1.5488
2049-09,Los Angeles,ssp126,60.66,1.2894
2049-10,Los Angeles,ssp126,60.44,1.2131
2049-11,Los Angeles,ssp126,60.7,1.1487
2049-12,Los Angeles,ssp126,60.84,1.1491
2050-01,Los Angeles,ssp126,61.05,1.1466
2050-02,Los Angeles,ssp126,61.06,1.1464
2050-03,Los Angeles,ssp126,61.01,1.078
2050-04,Los Angeles,ssp126,61.25,1.1494
2050-05,Los Angeles,ssp126,61.76,0.9773
2050-06,Los Angeles,ssp126,62.31,1.2261
2050-07,Los Angeles,ssp126,62.92,1.1787
2050-08,Los Angeles,ssp126,62.51,1.4345
2050-09,Los Angeles,ssp126,62.48,1.4106
2050-10,Los Angeles,ssp126,62.39,1.4748
2050-11,Los Angeles,ssp126,62.09,1.5103
2050-12,Los Angeles,ssp126,61.51,1.6365
2051-01,Los Angeles,ssp126,60.79,1.6474
2051-02,Los Angeles,ssp126,60.53,1.6474
2051-03,Los Angeles,ssp126,60.38,1.6498
2051-04,Los Angeles,ssp126,60.29,1.5768
2051-05,Los Angeles,ssp126,59.94,1.6431
2051-06,Los Angeles,ssp126,59.84,1.3965
2051-07,Los Angeles,ssp126,59.35,1.4903
2051-08,Los Angeles,ssp126,59.52,1.2656
2051-09,Los Angeles,ssp126,59.51,1.0286
2051-10,Los Angeles,ssp126,59.57,0.9525
2051-11,Los Angeles,ssp126,60.19,0.9689
2051-12,Los Angeles,ssp126,60.51,0.8595
2052-01,Los Angeles,ssp126,60.8,0.8742
2052-02,Los Angeles,ssp126,60.83,0.875
2052-03,Los Angeles,ssp126,60.86,0.8733
2052-04,Los Angeles,ssp126,61.06,0.8746
2052-05,Los Angeles,ssp126,61.16,0.8128
2052-06,Los Angeles,ssp126,61.04,0.8295
2052-07,Los Angeles,ssp126,61.42,0.6727
2052-08,Los Angeles,ssp126,61.61,0.6575
2052-09,Los Angeles,ssp126,61.58,0.7716
2052-10,Los Angeles,ssp126,61.6,0.6116
2052-11,Los Angeles,ssp126,61.32,0.5756
2052-12,Los Angeles,ssp126,61.04,0.5912
2053-01,Los Angeles,ssp126,61.01,0.5717
2053-02,Los Angeles,ssp126,61.21,0.5715
2053-03,Los Angeles,ssp126,61.49,0.5687
2053-04,Los Angeles,ssp126,61.53,0.5713
2053-05,Los Angeles,ssp126,61.34,0.6523
2053-06,Los Angeles,ssp126,61.07,0.6405
2053-07,Los Angeles,ssp126,60.95,0.6988
2053-08,Los Angeles,ssp126,61.32,0.7261
2053-09,Los Angeles,ssp126,61.45,0.5814
2053-10,Los Angeles,ssp126,61.65,0.5342
2053-11,Los Angeles,ssp126,61.69,0.5213
2053-12,Los Angeles,ssp126,61.92,0.4934
2054-01,Los Angeles,ssp126,62.28,0.5023
2054-02,Los Angeles,ssp126,62.35,0.5019
2054-03,Los Angeles,ssp126,62.27,0.5021
2054-04,Los Angeles,ssp126,62.13,0.5013
2054-05,Los Angeles,ssp126,62.23,0.4437
2054-06,Los Angeles,ssp126,62.16,0.7629
2054-07,Los Angeles,ssp126,62.13,0.8315
2054-08,Los Angeles,ssp126,61.59,0.9494
2054-09,Los Angeles,ssp126,61.35,0.9937
2054-10,Los Angeles,ssp126,61.74,0.9773
2054-11,Los Angeles,ssp126,61.49,1.1408
2054-12,Los Angeles,ssp126,61.71,1.1389
2055-01,Los Angeles,ssp126,61.42,1.1281
2055-02,Los Angeles,ssp126,61.37,1.1288
2055-03,Los Angeles,ssp126,61.34,1.128
2055-04,Los Angeles,ssp126,61.64,1.1249
2055-05,Los Angeles,ssp126,61.59,1.0989
2055-06,Los Angeles,ssp126,62.28,0.7379
2055-07,Los Angeles,ssp126,62.32,0.6795
2055-08,Los Angeles,ssp126,62.56,0.8174
2055-09,Los Angeles,ssp126,62.59,0.7278
2055-10,Los Angeles,ssp126,62.24,1.0669
2055-11,Los Angeles,ssp126,62.52,1.0312
2055-12,Los Angeles,ssp126,62.17,1.04
2056-01,Los Angeles,ssp126,62.34,1.0787
2056-02,Los Angeles,ssp126,62.81,1.0777
2056-03,Los Angeles,ssp126,62.77,1.0791
2056-04,Los Angeles,ssp126,62.89,1.1613
2056-05,Los Angeles,ssp126,62.92,1.225
2056-06,Los Angeles,ssp126,62.43,1.3482
2056-07,Los Angeles,ssp126,62.08,1.4728
2056-08,Los Angeles,ssp126,61.93,1.2893
2056-09,Los Angeles,ssp126,61.71,1.9649
2056-10,Los Angeles,ssp126,61.16,1.7698
2056-11,Los Angeles,ssp126,61.08,1.6476
2056-12,Los Angeles,ssp126,61.01,1.719
2057-01,Los Angeles,ssp126,61.18,1.6774
2057-02,Los Angeles,ssp126,60.32,1.679
2057-03,Los Angeles,ssp126,60.19,1.6797
2057-04,Los Angeles,ssp126,59.97,1.5977
2057-05,Los Angeles,ssp126,60.49,1.5302
2057-06,Los Angeles,ssp126,60.88,1.6682
2057-07,Los Angeles,ssp126,60.95,1.7085
2057-08,Los Angeles,ssp126,60.34,1.6668
2057-09,Los Angeles,ssp126,60.45,1.0576
2057-10,Los Angeles,ssp126,61.09,1.0261
2057-11,Los Angeles,ssp126,60.83,1.0265
2057-12,Los Angeles,ssp126,60.92,0.9582
2058-01,Los Angeles,ssp126,60.74,0.9941
2058-02,Los Angeles,ssp126,61.36,0.9925
2058-03,Los Angeles,ssp126,61.81,0.9937
2058-04,Los Angeles,ssp126,61.83,1.0388
2058-05,Los Angeles,ssp126,61.56,1.3503
2058-06,Los Angeles,ssp126,61.35,1.1866
2058-07,Los Angeles,ssp126,61.5,0.9241
2058-08,Los Angeles,ssp126,61.92,1.1489
2058-09,Los Angeles,ssp126,61.91,1.2588
2058-10,Los Angeles,ssp126,61.74,1.2279
2058-11,Los Angeles,ssp126,62.16,1.3612
2058-12,Los Angeles,ssp126,62.22,1.4081
2059-01,Los Angeles,ssp126,62.24,1.4221
2059-02,Los Angeles,ssp126,61.76,1.4228
2059-03,Los Angeles,ssp126,61.56,1.4192
2059-04,Los Angeles,ssp126,61.35,1.4971
2059-05,Los Angeles,ssp126,61.49,1.1934
2059-06,Los Angeles,ssp126,61.59,1.1327
2059-07,Los Angeles,ssp126,62.28,1.1385
2059-08,Los Angeles,ssp126,62.59,0.869
2059-09,Los Angeles,ssp126,62.99,0.6654
2059-10,Los Angeles,ssp126,63.36,0.5481
2059-11,Los Angeles,ssp126,63.73,0.4719
2059-12,Los Angeles,ssp126,63.62,0.4761
2060-01,Los Angeles,ssp126,63.69,0.4346
2060-02,Los Angeles,ssp126,64.07,0.4341
2060-03,Los Angeles,ssp126,64.03,0.4359
2060-04,Los Angeles,ssp126,64.27,0.3502
2060-05,Los Angeles,ssp126,64.18,0.3805
2060-06,Los Angeles,ssp126,64.26,0.3676
2060-07,Los Angeles,ssp126,63.57,0.6893
2060-08,Los Angeles,ssp126,63.24,0.6645
2060-09,Los Angeles,ssp126,62.55,0.7177
2060-10,Los Angeles,ssp126,62.4,1.0547
2060-11,Los Angeles,ssp126,61.66,1.0331
2060-12,Los Angeles,ssp126,61.75,1.0211
2061-01,Los Angeles,ssp126,61.26,1.028
2061-02,Los Angeles,ssp126,61.2,1.0288
2061-03,Los Angeles,ssp126,61.27,1.0267
2061-04,Los Angeles,ssp126,61.41,1.0199
2061-05,Los Angeles,ssp126,61.36,1.1524
2061-06,Los Angeles,ssp126,61.01,1.1985
2061-07,Los Angeles,ssp126,61.17,1.2405
2061-08,Los Angeles,ssp126,61.3,1.5475
2061-09,Los Angeles,ssp126,61.5,1.8697
2061-10,Los Angeles,ssp126,61.57,1.6836
2061-11,Los Angeles,ssp126,61.84,1.8776
2061-12,Los Angeles,ssp126,62.17,1.8646
2062-01,Los Angeles,ssp126,62.41,1.8653
2062-02,Los Angeles,ssp126,62.3,1.9468
2062-03,Los Angeles,ssp126,62.16,1.9478
2062-04,Los Angeles,ssp126,61.97,1.9253
2062-05,Los Angeles,ssp126,61.91,1.772
2062-06,Los Angeles,ssp126,61.94,1.8068
2062-07,Los Angeles,ssp126,62.1,1.5747
2062-08,Los Angeles,ssp126,61.83,1.4442
2062-09,Los Angeles,ssp126,61.9,1.1982
2062-10,Los Angeles,ssp126,61.52,1.2708
2062-11,Los Angeles,ssp126,61.31,1.0804
2062-12,Los Angeles,ssp126,61.21,1.0911
2063-01,Los Angeles,ssp126,61.16,1.0978
2063-02,Los Angeles,ssp126,61.25,1.0155
2063-03,Los Angeles,ssp126,61.35,1.0175
2063-04,Los Angeles,ssp126,61.72,1.0268
2063-05,Los Angeles,ssp126,61.94,1.01
2063-06,Los Angeles,ssp126,61.97,0.9133
2063-07,Los Angeles,ssp126,61.59,0.8574
2063-08,Los Angeles,ssp126,62.25,0.8971
2063-09,Los Angeles,ssp126,62.97,0.8165
2063-10,Los Angeles,ssp126,62.85,0.7964
2063-11,Los Angeles,ssp126,62.29,0.884
2063-12,Los Angeles,ssp126,62.1,0.8539
2064-01,Los Angeles,ssp126,62.09,0.8353
2064-02,Los Angeles,ssp126,61.81,0.836
2064-03,Los Angeles,ssp126,62.19,0.8336
2064-04,Los Angeles,ssp126,61.43,0.8232
2064-05,Los Angeles,ssp126,61.06,0.8227
2064-06,Los Angeles,ssp126,61.14,0.9602
2064-07,Los Angeles,ssp126,61.5,1.0056
2064-08,Los Angeles,ssp126,61.15,0.8175
2064-09,Los Angeles,ssp126,60.99,0.7509
2064-10,Los Angeles,ssp126,61.32,0.6936
2064-11,Los Angeles,ssp126,62.2,0.5721
2064-12,Los Angeles,ssp126,62.13,0.6293
2065-01,Los Angeles,ssp126,62.71,0.6248
2065-02,Los Angeles,ssp126,62.93,0.6255
2065-03,Los Angeles,ssp126,62.41,0.6408
2065-04,Los Angeles,ssp126,62.55,0.6371
2065-05,Los Angeles,ssp126,62.52,0.6379
2065-06,Los Angeles,ssp126,62.84,0.6014
2065-07,Los Angeles,ssp126,62.71,0.4725
2065-08,Los Angeles,ssp126,62.67,0.5524
2065-09,Los Angeles,ssp126,62.49,0.6173
2065-10,Los Angeles,ssp126,62.28,0.7636
2065-11,Los Angeles,ssp126,61.77,1.0597
2065-12,Los Angeles,ssp126,62.09,1.0658
2066-01,Los Angeles,ssp126,61.99,1.0675
2066-02,Los Angeles,ssp126,62.55,1.0671
2066-03,Los Angeles,ssp126,62.57,1.0516
2066-04,Los Angeles,ssp126,62.75,1.0511
2066-05,Los Angeles,ssp126,62.99,1.0667
2066-06,Los Angeles,ssp126,62.62,0.9713
2066-07,Los Angeles,ssp126,62.85,1.1809
2066-08,Los Angeles,ssp126,62.84,1.0661
2066-09,Los Angeles,ssp126,62.85,1.5253
2066-10,Los Angeles,ssp126,63.28,1.2173
2066-11,Los Angeles,ssp126,63.6,1.0116
2066-12,Los Angeles,ssp126,63.39,1.0337
2067-01,Los Angeles,ssp126,63.27,1.034
