date,city,scenario,temperature_f,precip_mm
1863-11,San Diego,ssp370,61.31,0.7783
1863-12,San Diego,ssp370,61.39,0.7812
1864-01,San Diego,ssp370,61.68,0.7725
1864-02,San Diego,ssp370,61.98,0.7722
1864-03,San Diego,ssp370,62.37,0.6833
1864-04,San Diego,ssp370,62.35,0.6957
1864-05,San Diego,ssp370,62.38,0.7948
1864-06,San Diego,ssp370,62.33,0.9087
1864-07,San Diego,ssp370,62.41,0.9652
1864-08,San Diego,ssp370,62.64,0.9026
1864-09,San Diego,ssp370,62.95,1.0147
1864-10,San Diego,ssp370,62.82,1.1598
1864-11,San Diego,ssp370,62.64,1.2713
1864-12,San Diego,ssp370,62.7,1.2655
1865-01,San Diego,ssp370,62.55,1.2737
1865-02,San Diego,ssp370,62.48,1.2752
1865-03,San Diego,ssp370,62.52,1.3021
1865-04,San Diego,ssp370,62.29,1.3348
1865-05,San Diego,ssp370,62.68,1.2338
1865-06,San Diego,ssp370,62.6,1.1101
1865-07,San Diego,ssp370,62.86,0.9475
1865-08,San Diego,ssp370,63.29,0.9015
1865-09,San Diego,ssp370,63.32,0.7915
1865-10,San Diego,ssp370,63.18,0.671
1865-11,San Diego,ssp370,63.31,0.5427
1865-12,San Diego,ssp370,63.02,0.6331
1866-01,San Diego,ssp370,63.38,0.6242
1866-02,San Diego,ssp370,63.19,0.6243
1866-03,San Diego,ssp370,63.13,0.5922
1866-04,San Diego,ssp370,63.11,0.5496
1866-05,San Diego,ssp370,62.91,0.6735
1866-06,San Diego,ssp370,62.63,0.6871
1866-07,San Diego,ssp370,62.52,0.6908
1866-08,San Diego,ssp370,62.41,0.7757
1866-09,San Diego,ssp370,62.2,0.9239
1866-10,San Diego,ssp370,62.04,1.0966
1866-11,San Diego,ssp370,61.84,1.0277
1866-12,San Diego,ssp370,61.91,0.9468
1867-01,San Diego,ssp370,61.58,0.9514
1867-02,San Diego,ssp370,61.62,0.952
1867-03,San Diego,ssp370,61.56,0.951
1867-04,San Diego,ssp370,61.4,0.9438
1867-05,San Diego,ssp370,60.97,0.8247
1867-06,San Diego,ssp370,61.22,0.8032
1867-07,San Diego,ssp370,61.08,0.8608
1867-08,San Diego,ssp370,61.06,0.7125
1867-09,San Diego,ssp370,61.18,0.5847
1867-10,San Diego,ssp370,61.1,0.4985
1867-11,San Diego,ssp370,61.34,0.5625
1867-12,San Diego,ssp370,61.5,0.5907
1868-01,San Diego,ssp370,61.5,0.5893
1868-02,San Diego,ssp370,61.81,0.5897
1868-03,San Diego,ssp370,62.05,0.5988
1868-04,San Diego,ssp370,62.32,0.7685
1868-05,San Diego,ssp370,62.93,0.7872
1868-06,San Diego,ssp370,62.83,0.8556
1868-07,San Diego,ssp370,63.08,0.9996
1868-08,San Diego,ssp370,63.11,0.923
1868-09,San Diego,ssp370,63.14,0.8525
1868-10,San Diego,ssp370,63.75,0.7167
1868-11,San Diego,ssp370,63.76,0.6329
1868-12,San Diego,ssp370,63.61,0.6187
1869-01,San Diego,ssp370,64.11,0.6165
1869-02,San Diego,ssp370,63.99,0.6145
1869-03,San Diego,ssp370,63.78,0.7296
1869-04,San Diego,ssp370,63.49,0.6005
1869-05,San Diego,ssp370,62.82,0.5806
1869-06,San Diego,ssp370,62.89,0.5878
1869-07,San Diego,ssp370,62.7,0.5738
1869-08,San Diego,ssp370,62.76,0.8005
1869-09,San Diego,ssp370,62.35,0.9235
1869-10,San Diego,ssp370,61.88,0.9893
1869-11,San Diego,ssp370,61.79,1.0505
1869-12,San Diego,ssp370,61.91,1.03
1870-01,San Diego,ssp370,61.82,1.0323
1870-02,San Diego,ssp370,61.75,1.0318
1870-03,San Diego,ssp370,61.8,0.9196
1870-04,San Diego,ssp370,62.11,1.2019
1870-05,San Diego,ssp370,62.23,1.3712
1870-06,San Diego,ssp370,62.1,1.3735
1870-07,San Diego,ssp370,61.68,1.1898
1870-08,San Diego,ssp370,61.77,1.1628
1870-09,San Diego,ssp370,62.07,1.2361
1870-10,San Diego,ssp370,62.38,1.2875
1870-11,San Diego,ssp370,62.32,1.4222
1870-12,San Diego,ssp370,62.27,1.431
1871-01,San Diego,ssp370,61.99,1.4375
1871-02,San Diego,ssp370,62.06,1.4392
1871-03,San Diego,ssp370,61.84,1.4363
1871-04,San Diego,ssp370,61.79,1.1252
1871-05,San Diego,ssp370,62.06,0.9564
1871-06,San Diego,ssp370,62.17,0.943
1871-07,San Diego,ssp370,62.5,1.2167
1871-08,San Diego,ssp370,62.14,0.9659
1871-09,San Diego,ssp370,62.28,0.8521
1871-10,San Diego,ssp370,62.0,0.8313
1871-11,San Diego,ssp370,62.1,0.6762
1871-12,San Diego,ssp370,61.8,0.7934
1872-01,San Diego,ssp370,61.75,0.7886
1872-02,San Diego,ssp370,61.59,0.7874
1872-03,San Diego,ssp370,61.66,0.7985
1872-04,San Diego,ssp370,61.98,0.7854
1872-05,San Diego,ssp370,61.61,0.7862
1872-06,San Diego,ssp370,61.9,0.7282
1872-07,San Diego,ssp370,61.83,0.4825
1872-08,San Diego,ssp370,61.89,0.4936
1872-09,San Diego,ssp370,61.68,0.4921
1872-10,San Diego,ssp370,61.88,0.4664
1872-11,San Diego,ssp370,61.71,0.4661
1872-12,San Diego,ssp370,61.9,0.3383
1873-01,San Diego,ssp370,62.09,0.3324
1873-02,San Diego,ssp370,62.12,0.3333
1873-03,San Diego,ssp370,62.18,0.3169
1873-04,San Diego,ssp370,61.81,0.316
1873-05,San Diego,ssp370,61.61,0.3144
1873-06,San Diego,ssp370,61.33,0.3422
1873-07,San Diego,ssp370,61.33,0.4274
1873-08,San Diego,ssp370,61.19,0.4315
1873-09,San Diego,ssp370,61.3,0.4229
1873-10,San Diego,ssp370,61.29,0.3446
1873-11,San Diego,ssp370,61.24,0.4634
1873-12,San Diego,ssp370,61.27,0.54
1874-01,San Diego,ssp370,61.03,0.5453
1874-02,San Diego,ssp370,60.78,0.5458
1874-03,San Diego,ssp370,60.83,0.5428
1874-04,San Diego,ssp370,60.5,0.5713
1874-05,San Diego,ssp370,60.67,0.5941
1874-06,San Diego,ssp370,60.61,0.5591
1874-07,San Diego,ssp370,60.45,0.6472
1874-08,San Diego,ssp370,60.36,0.6557
1874-09,San Diego,ssp370,60.49,0.6057
1874-10,San Diego,ssp370,60.61,0.8613
1874-11,San Diego,ssp370,60.55,0.7381
1874-12,San Diego,ssp370,60.6,0.6712
1875-01,San Diego,ssp370,60.7,0.6726
1875-02,San Diego,ssp370,60.6,0.6738
1875-03,San Diego,ssp370,60.68,0.6742
1875-04,San Diego,ssp370,61.01,0.7219
1875-05,San Diego,ssp370,61.38,0.8878
1875-06,San Diego,ssp370,61.38,0.9091
1875-07,San Diego,ssp370,61.56,0.7658
1875-08,San Diego,ssp370,61.56,0.802
1875-09,San Diego,ssp370,61.51,0.8308
1875-10,San Diego,ssp370,61.15,0.6588
1875-11,San Diego,ssp370,61.42,0.6794
1875-12,San Diego,ssp370,61.2,0.6719
1876-01,San Diego,ssp370,61.15,0.6677
1876-02,San Diego,ssp370,61.59,0.6648
1876-03,San Diego,ssp370,61.47,0.6639
1876-04,San Diego,ssp370,61.66,0.9814
1876-05,San Diego,ssp370,61.98,0.7883
1876-06,San Diego,ssp370,62.46,0.8842
1876-07,San Diego,ssp370,62.63,0.8182
1876-08,San Diego,ssp370,63.34,0.8185
1876-09,San Diego,ssp370,62.94,0.8704
1876-10,San Diego,ssp370,63.18,0.8075
1876-11,San Diego,ssp370,63.18,0.7604
1876-12,San Diego,ssp370,63.48,0.7566
1877-01,San Diego,ssp370,63.33,0.7616
1877-02,San Diego,ssp370,63.24,0.7606
1877-03,San Diego,ssp370,63.34,0.7599
1877-04,San Diego,ssp370,63.15,0.3644
1877-05,San Diego,ssp370,62.69,0.3735
1877-06,San Diego,ssp370,62.14,0.3326
1877-07,San Diego,ssp370,61.92,0.4814
1877-08,San Diego,ssp370,61.07,0.7493
1877-09,San Diego,ssp370,61.09,0.9782
1877-10,San Diego,ssp370,61.09,1.1614
1877-11,San Diego,ssp370,60.67,1.2389
1877-12,San Diego,ssp370,60.22,1.3796
1878-01,San Diego,ssp370,60.24,1.4063
1878-02,San Diego,ssp370,60.11,1.4086
1878-03,San Diego,ssp370,59.92,1.4095
1878-04,San Diego,ssp370,59.76,1.5445
1878-05,San Diego,ssp370,59.55,1.5487
1878-06,San Diego,ssp370,59.63,1.6008
1878-07,San Diego,ssp370,59.69,1.8847
1878-08,San Diego,ssp370,60.18,1.8357
1878-09,San Diego,ssp370,60.22,1.5442
1878-10,San Diego,ssp370,60.27,1.3993
1878-11,San Diego,ssp370,60.37,1.4602
1878-12,San Diego,ssp370,60.76,1.3285
1879-01,San Diego,ssp370,60.76,1.2996
1879-02,San Diego,ssp370,61.05,1.2983
1879-03,San Diego,ssp370,61.25,1.2984
1879-04,San Diego,ssp370,61.6,1.1661
1879-05,San Diego,ssp370,61.44,1.2658
1879-06,San Diego,ssp370,61.22,1.3368
1879-07,San Diego,ssp370,61.2,1.0146
1879-08,San Diego,ssp370,60.81,0.9924
1879-09,San Diego,ssp370,60.6,1.0127
1879-10,San Diego,ssp370,60.36,1.082
1879-11,San Diego,ssp370,60.68,0.9378
1879-12,San Diego,ssp370,60.51,0.9608
1880-01,San Diego,ssp370,60.87,0.9574
1880-02,San Diego,ssp370,60.54,0.9576
1880-03,San Diego,ssp370,60.42,0.9583
1880-04,San Diego,ssp370,60.41,0.9566
1880-05,San Diego,ssp370,60.97,0.8614
1880-06,San Diego,ssp370,61.31,0.8005
1880-07,San Diego,ssp370,61.38,0.7176
1880-08,San Diego,ssp370,61.78,0.5181
1880-09,San Diego,ssp370,61.92,0.558
1880-10,San Diego,ssp370,62.04,0.5327
1880-11,San Diego,ssp370,61.79,0.6438
1880-12,San Diego,ssp370,62.2,0.6333
1881-01,San Diego,ssp370,61.99,0.6364
1881-02,San Diego,ssp370,61.96,0.6388
1881-03,San Diego,ssp370,61.66,0.7075
1881-04,San Diego,ssp370,61.32,0.7092
1881-05,San Diego,ssp370,61.13,0.7615
1881-06,San Diego,ssp370,60.98,0.7036
1881-07,San Diego,ssp370,61.11,0.7659
1881-08,San Diego,ssp370,61.12,0.7269
1881-09,San Diego,ssp370,61.32,0.6365
1881-10,San Diego,ssp370,61.7,0.5233
1881-11,San Diego,ssp370,62.18,0.4278
1881-12,San Diego,ssp370,61.83,0.4174
1882-01,San Diego,ssp370,61.83,0.4258
1882-02,San Diego,ssp370,61.94,0.4232
1882-03,San Diego,ssp370,62.43,0.3634
1882-04,San Diego,ssp370,62.49,0.3634
1882-05,San Diego,ssp370,62.62,0.2988
1882-06,San Diego,ssp370,62.88,0.236
1882-07,San Diego,ssp370,62.77,0.192
1882-08,San Diego,ssp370,62.79,0.2837
1882-09,San Diego,ssp370,62.84,0.3364
1882-10,San Diego,ssp370,62.35,0.3522
1882-11,San Diego,ssp370,61.82,0.3522
1882-12,San Diego,ssp370,61.8,0.3389
1883-01,San Diego,ssp370,61.69,0.3351
1883-02,San Diego,ssp370,61.7,0.3372
1883-03,San Diego,ssp370,61.56,0.3269
1883-04,San Diego,ssp370,61.69,0.4514
1883-05,San Diego,ssp370,61.36,0.4516
1883-06,San Diego,ssp370,61.15,0.465
1883-07,San Diego,ssp370,60.74,0.4902
1883-08,San Diego,ssp370,60.36,0.5617
1883-09,San Diego,ssp370,59.92,0.6586
1883-10,San Diego,ssp370,59.91,0.7421
1883-11,San Diego,ssp370,60.14,0.7362
1883-12,San Diego,ssp370,60.17,0.7964
1884-01,San Diego,ssp370,60.24,0.8019
1884-02,San Diego,ssp370,60.26,0.8027
1884-03,San Diego,ssp370,60.3,0.8304
1884-04,San Diego,ssp370,60.11,0.7099
1884-05,San Diego,ssp370,60.09,0.7092
1884-06,San Diego,ssp370,59.9,0.7988
1884-07,San Diego,ssp370,59.96,0.7322
1884-08,San Diego,ssp370,59.93,0.5671
1884-09,San Diego,ssp370,60.45,0.4418
1884-10,San Diego,ssp370,60.31,0.5131
1884-11,San Diego,ssp370,59.88,0.6325
1884-12,San Diego,ssp370,59.81,0.585
1885-01,San Diego,ssp370,59.94,0.5718
1885-02,San Diego,ssp370,59.97,0.5684
1885-03,San Diego,ssp370,59.73,0.5404
1885-04,San Diego,ssp370,59.67,0.5336
1885-05,San Diego,ssp370,59.36,0.6453
1885-06,San Diego,ssp370,59.53,0.5792
1885-07,San Diego,ssp370,59.55,0.653
1885-08,San Diego,ssp370,59.89,0.6944
1885-09,San Diego,ssp370,59.64,0.684
1885-10,San Diego,ssp370,59.94,0.5207
1885-11,San Diego,ssp370,60.69,0.4089
1885-12,San Diego,ssp370,60.81,0.3982
1886-01,San Diego,ssp370,61.14,0.3984
1886-02,San Diego,ssp370,60.91,0.4001
1886-03,San Diego,ssp370,61.1,0.4023
1886-04,San Diego,ssp370,60.95,0.4071
1886-05,San Diego,ssp370,61.15,0.3813
1886-06,San Diego,ssp370,61.21,0.4393
1886-07,San Diego,ssp370,61.78,0.3654
1886-08,San Diego,ssp370,62.22,0.3289
1886-09,San Diego,ssp370,62.51,0.3169
1886-10,San Diego,ssp370,62.59,0.4658
1886-11,San Diego,ssp370,62.51,0.4804
1886-12,San Diego,ssp370,62.65,0.4907
1887-01,San Diego,ssp370,62.25,0.4986
1887-02,San Diego,ssp370,62.38,0.4965
1887-03,San Diego,ssp370,62.39,0.505
1887-04,San Diego,ssp370,62.57,0.4996
1887-05,San Diego,ssp370,62.8,0.5147
1887-06,San Diego,ssp370,62.95,0.4823
1887-07,San Diego,ssp370,62.94,0.5593
1887-08,San Diego,ssp370,62.57,0.8659
1887-09,San Diego,ssp370,62.41,0.8739
1887-10,San Diego,ssp370,62.31,0.7916
1887-11,San Diego,ssp370,61.97,0.8959
1887-12,San Diego,ssp370,61.99,0.8903
1888-01,San Diego,ssp370,62.14,0.8855
1888-02,San Diego,ssp370,62.44,0.8902
1888-03,San Diego,ssp370,62.48,0.88
1888-04,San Diego,ssp370,62.99,0.8883
1888-05,San Diego,ssp370,62.91,0.8678
1888-06,San Diego,ssp370,62.9,0.9552
1888-07,San Diego,ssp370,62.54,0.9051
1888-08,San Diego,ssp370,62.61,0.7197
1888-09,San Diego,ssp370,62.84,0.7172
1888-10,San Diego,ssp370,62.46,1.0988
1888-11,San Diego,ssp370,62.75,0.9603
1888-12,San Diego,ssp370,62.54,0.9647
1889-01,San Diego,ssp370,62.49,0.9656
1889-02,San Diego,ssp370,62.27,0.9628
1889-03,San Diego,ssp370,62.36,0.9638
1889-04,San Diego,ssp370,62.11,1.0383
1889-05,San Diego,ssp370,62.28,1.1864
1889-06,San Diego,ssp370,62.03,1.1312
1889-07,San Diego,ssp370,61.91,1.1311
1889-08,San Diego,ssp370,61.95,1.184
1889-09,San Diego,ssp370,61.76,1.1587
1889-10,San Diego,ssp370,62.24,0.802
1889-11,San Diego,ssp370,62.13,0.8776
1889-12,San Diego,ssp370,62.16,0.8921
1890-01,San Diego,ssp370,62.13,0.8968
1890-02,San Diego,ssp370,62.12,0.8969
1890-03,San Diego,ssp370,61.95,0.8968
1890-04,San Diego,ssp370,62.14,0.8454
1890-05,San Diego,ssp370,61.8,0.6438
1890-06,San Diego,ssp370,61.94,0.6529
1890-07,San Diego,ssp370,62.1,0.9851
1890-08,San Diego,ssp370,61.71,0.8598
1890-09,San Diego,ssp370,61.65,0.8523
1890-10,San Diego,ssp370,61.12,0.9929
1890-11,San Diego,ssp370,61.1,0.9521
1890-12,San Diego,ssp370,61.43,0.9254
1891-01,San Diego,ssp370,61.62,0.9153
1891-02,San Diego,ssp370,61.65,1.0654
1891-03,San Diego,ssp370,61.68,1.0781
1891-04,San Diego,ssp370,61.42,1.0481
1891-05,San Diego,ssp370,62.18,1.0252
1891-06,San Diego,ssp370,62.63,0.9048
1891-07,San Diego,ssp370,62.81,0.6658
1891-08,San Diego,ssp370,63.06,0.7155
1891-09,San Diego,ssp370,62.85,1.0352
1891-10,San Diego,ssp370,63.41,0.8551
1891-11,San Diego,ssp370,63.45,0.8324
1891-12,San Diego,ssp370,63.21,0.8381
1892-01,San Diego,ssp370,62.69,0.8415
1892-02,San Diego,ssp370,62.47,0.6944
1892-03,San Diego,ssp370,62.36,0.8114
1892-04,San Diego,ssp370,62.31,0.8218
1892-05,San Diego,ssp370,61.78,0.8877
1892-06,San Diego,ssp370,61.26,1.0513
1892-07,San Diego,ssp370,61.21,1.0731
1892-08,San Diego,ssp370,60.77,1.1049
1892-09,San Diego,ssp370,61.31,0.7895
1892-10,San Diego,ssp370,61.11,1.0819
1892-11,San Diego,ssp370,60.77,1.2048
1892-12,San Diego,ssp370,60.83,1.2796
1893-01,San Diego,ssp370,61.07,1.2793
1893-02,San Diego,ssp370,61.24,1.2757
1893-03,San Diego,ssp370,61.46,1.1456
1893-04,San Diego,ssp370,61.79,1.1444
1893-05,San Diego,ssp370,61.49,1.1373
1893-06,San Diego,ssp370,61.36,0.9863
1893-07,San Diego,ssp370,61.32,0.8787
1893-08,San Diego,ssp370,61.87,0.8447
1893-09,San Diego,ssp370,62.15,0.84
1893-10,San Diego,ssp370,62.0,0.7099
1893-11,San Diego,ssp370,62.58,0.5703
1893-12,San Diego,ssp370,62.49,0.5071
1894-01,San Diego,ssp370,62.74,0.5056
1894-02,San Diego,ssp370,63.22,0.5041
1894-03,San Diego,ssp370,63.0,0.5039
1894-04,San Diego,ssp370,62.87,0.493
1894-05,San Diego,ssp370,63.45,0.4341
1894-06,San Diego,ssp370,63.58,0.5414
1894-07,San Diego,ssp370,63.43,0.7154
1894-08,San Diego,ssp370,63.34,0.5998
1894-09,San Diego,ssp370,62.95,0.787
1894-10,San Diego,ssp370,63.03,0.7349
1894-11,San Diego,ssp370,62.72,0.8188
1894-12,San Diego,ssp370,62.53,0.8317
1895-01,San Diego,ssp370,62.13,0.8408
1895-02,San Diego,ssp370,61.74,0.8424
1895-03,San Diego,ssp370,61.96,0.8444
1895-04,San Diego,ssp370,61.97,0.8499
1895-05,San Diego,ssp370,61.65,0.8647
1895-06,San Diego,ssp370,61.52,0.7533
1895-07,San Diego,ssp370,61.75,0.6544
1895-08,San Diego,ssp370,61.41,0.8644
1895-09,San Diego,ssp370,61.12,0.861
1895-10,San Diego,ssp370,61.16,0.8632
1895-11,San Diego,ssp370,61.07,0.8148
1895-12,San Diego,ssp370,61.13,0.8133
1896-01,San Diego,ssp370,61.24,0.8117
1896-02,San Diego,ssp370,61.17,0.8126
1896-03,San Diego,ssp370,60.94,0.8105
1896-04,San Diego,ssp370,60.7,0.8053
1896-05,San Diego,ssp370,60.63,0.7954
1896-06,San Diego,ssp370,60.85,0.8778
1896-07,San Diego,ssp370,60.84,1.2678
1896-08,San Diego,ssp370,60.57,1.0885
1896-09,San Diego,ssp370,60.5,1.2944
1896-10,San Diego,ssp370,60.31,1.2639
1896-11,San Diego,ssp370,60.3,1.2534
1896-12,San Diego,ssp370,60.5,1.2259
1897-01,San Diego,ssp370,60.48,1.2196
1897-02,San Diego,ssp370,60.69,1.2191
1897-03,San Diego,ssp370,60.81,1.2184
1897-04,San Diego,ssp370,60.71,1.2376
1897-05,San Diego,ssp370,61.01,1.3714
1897-06,San Diego,ssp370,60.86,1.2983
1897-07,San Diego,ssp370,60.62,0.9986
1897-08,San Diego,ssp370,61.0,1.0122
1897-09,San Diego,ssp370,61.17,0.6237
1897-10,San Diego,ssp370,61.77,0.4857
1897-11,San Diego,ssp370,62.14,0.4679
1897-12,San Diego,ssp370,62.25,0.4826
1898-01,San Diego,ssp370,62.33,0.4802
1898-02,San Diego,ssp370,62.58,0.4845
1898-03,San Diego,ssp370,62.6,0.4867
1898-04,San Diego,ssp370,62.61,0.5994
1898-05,San Diego,ssp370,62.38,0.5131
1898-06,San Diego,ssp370,62.73,0.4933
1898-07,San Diego,ssp370,62.94,0.338
1898-08,San Diego,ssp370,63.22,0.3617
1898-09,San Diego,ssp370,63.0,0.4858
1898-10,San Diego,ssp370,62.47,0.5515
1898-11,San Diego,ssp370,62.14,0.6246
1898-12,San Diego,ssp370,62.23,0.61
1899-01,San Diego,ssp370,62.46,0.6149
1899-02,San Diego,ssp370,61.98,0.6085
1899-03,San Diego,ssp370,61.74,0.6073
1899-04,San Diego,ssp370,61.72,0.505
1899-05,San Diego,ssp370,61.8,0.5571
1899-06,San Diego,ssp370,61.67,0.6779
1899-07,San Diego,ssp370,61.57,0.6906
1899-08,San Diego,ssp370,61.61,0.9827
1899-09,San Diego,ssp370,61.74,1.2096
1899-10,San Diego,ssp370,61.81,1.6789
1899-11,San Diego,ssp370,61.9,1.6253
1899-12,San Diego,ssp370,61.49,1.8046
1900-01,San Diego,ssp370,61.28,1.8066
1900-02,San Diego,ssp370,61.42,1.8141
1900-03,San Diego,ssp370,61.8,1.8346
1900-04,San Diego,ssp370,62.22,1.8045
1900-05,San Diego,ssp370,62.42,1.7426
1900-06,San Diego,ssp370,62.28,1.818
1900-07,San Diego,ssp370,62.42,1.7779
1900-08,San Diego,ssp370,62.47,1.4477
1900-09,San Diego,ssp370,63.06,1.112
1900-10,San Diego,ssp370,63.13,0.7199
1900-11,San Diego,ssp370,62.8,0.8806
1900-12,San Diego,ssp370,63.25,0.6999
1901-01,San Diego,ssp370,63.04,0.7059
1901-02,San Diego,ssp370,62.91,0.7004
1901-03,San Diego,ssp370,62.95,0.6904
1901-04,San Diego,ssp370,63.38,0.6914
1901-05,San Diego,ssp370,63.41,0.7422
1901-06,San Diego,ssp370,63.68,0.5523
1901-07,San Diego,ssp370,63.49,0.6525
1901-08,San Diego,ssp370,62.83,0.6834
1901-09,San Diego,ssp370,62.52,0.6981
1901-10,San Diego,ssp370,62.61,0.6858
1901-11,San Diego,ssp370,62.95,0.5233
1901-12,San Diego,ssp370,62.86,0.526
1902-01,San Diego,ssp370,63.03,0.6099
1902-02,San Diego,ssp370,63.27,0.6079
1902-03,San Diego,ssp370,63.16,0.5969
1902-04,San Diego,ssp370,62.71,0.6203
1902-05,San Diego,ssp370,62.36,0.5371
1902-06,San Diego,ssp370,62.0,0.5773
1902-07,San Diego,ssp370,61.84,0.4683
1902-08,San Diego,ssp370,62.26,0.5578
1902-09,San Diego,ssp370,61.61,0.7628
1902-10,San Diego,ssp370,61.58,0.7746
1902-11,San Diego,ssp370,61.99,0.7575
1902-12,San Diego,ssp370,61.72,0.7892
1903-01,San Diego,ssp370,61.7,0.7018
1903-02,San Diego,ssp370,61.42,0.7032
1903-03,San Diego,ssp370,61.06,0.7038
1903-04,San Diego,ssp370,60.97,0.7532
1903-05,San Diego,ssp370,60.86,0.7989
1903-06,San Diego,ssp370,60.85,0.7522
1903-07,San Diego,ssp370,60.7,0.7804
1903-08,San Diego,ssp370,60.82,0.7318
1903-09,San Diego,ssp370,61.34,1.0908
1903-10,San Diego,ssp370,61.33,1.1843
1903-11,San Diego,ssp370,60.76,1.2518
1903-12,San Diego,ssp370,60.71,1.3132
1904-01,San Diego,ssp370,60.75,1.3084
1904-02,San Diego,ssp370,60.77,1.3105
1904-03,San Diego,ssp370,61.1,1.3106
1904-04,San Diego,ssp370,61.43,1.2394
1904-05,San Diego,ssp370,61.72,1.2208
1904-06,San Diego,ssp370,62.09,1.2287
1904-07,San Diego,ssp370,62.62,1.325
1904-08,San Diego,ssp370,62.62,1.2974
1904-09,San Diego,ssp370,62.54,1.2417
1904-10,San Diego,ssp370,62.36,1.105
1904-11,San Diego,ssp370,62.43,1.1504
1904-12,San Diego,ssp370,62.73,1.0597
1905-01,San Diego,ssp370,62.58,1.058
1905-02,San Diego,ssp370,62.44,1.0585
1905-03,San Diego,ssp370,62.37,1.0641
1905-04,San Diego,ssp370,62.15,1.0642
1905-05,San Diego,ssp370,61.82,1.0281
1905-06,San Diego,ssp370,61.25,1.0347
1905-07,San Diego,ssp370,61.08,0.8945
1905-08,San Diego,ssp370,60.73,0.8828
1905-09,San Diego,ssp370,60.57,0.3857
1905-10,San Diego,ssp370,60.78,0.3992
1905-11,San Diego,ssp370,60.7,0.4041
1905-12,San Diego,ssp370,60.27,0.4501
1906-01,San Diego,ssp370,60.38,0.4508
1906-02,San Diego,ssp370,60.77,0.4469
1906-03,San Diego,ssp370,60.7,0.4403
1906-04,San Diego,ssp370,60.83,0.44
1906-05,San Diego,ssp370,61.24,0.4352
1906-06,San Diego,ssp370,61.74,0.4218
1906-07,San Diego,ssp370,61.54,0.5523
1906-08,San Diego,ssp370,61.32,0.8408
1906-09,San Diego,ssp370,61.47,0.8128
1906-10,San Diego,ssp370,61.46,0.7889
1906-11,San Diego,ssp370,61.61,0.7205
1906-12,San Diego,ssp370,61.93,0.6897
1907-01,San Diego,ssp370,61.97,0.6893
1907-02,San Diego,ssp370,61.72,0.6893
1907-03,San Diego,ssp370,61.66,0.7145
1907-04,San Diego,ssp370,60.93,0.9128
1907-05,San Diego,ssp370,60.7,0.9841
1907-06,San Diego,ssp370,60.39,1.069
1907-07,San Diego,ssp370,60.52,1.3026
1907-08,San Diego,ssp370,60.79,0.9946
1907-09,San Diego,ssp370,60.92,1.0002
1907-10,San Diego,ssp370,60.86,1.0699
1907-11,San Diego,ssp370,60.97,1.0933
1907-12,San Diego,ssp370,60.92,1.0739
1908-01,San Diego,ssp370,60.86,1.0761
1908-02,San Diego,ssp370,61.04,1.0773
1908-03,San Diego,ssp370,61.01,1.0547
1908-04,San Diego,ssp370,61.61,0.8551
1908-05,San Diego,ssp370,61.87,0.793
1908-06,San Diego,ssp370,61.98,0.7183
1908-07,San Diego,ssp370,62.23,0.3594
1908-08,San Diego,ssp370,62.46,0.3151
1908-09,San Diego,ssp370,62.34,0.3859
1908-10,San Diego,ssp370,62.53,0.2381
1908-11,San Diego,ssp370,62.8,0.1719
1908-12,San Diego,ssp370,63.14,0.1745
1909-01,San Diego,ssp370,63.31,0.1765
1909-02,San Diego,ssp370,63.6,0.1755
1909-03,San Diego,ssp370,63.55,0.1771
1909-04,San Diego,ssp370,63.31,0.1769
1909-05,San Diego,ssp370,62.96,0.1991
1909-06,San Diego,ssp370,63.09,0.2097
1909-07,San Diego,ssp370,63.2,0.5195
1909-08,San Diego,ssp370,63.22,0.6918
1909-09,San Diego,ssp370,63.48,0.6027
1909-10,San Diego,ssp370,63.25,0.8744
1909-11,San Diego,ssp370,62.99,0.8648
1909-12,San Diego,ssp370,62.85,0.8745
1910-01,San Diego,ssp370,62.64,0.8693
1910-02,San Diego,ssp370,62.47,0.8699
1910-03,San Diego,ssp370,62.54,0.8671
1910-04,San Diego,ssp370,62.51,1.2008
1910-05,San Diego,ssp370,62.51,1.211
1910-06,San Diego,ssp370,62.73,1.1908
1910-07,San Diego,ssp370,62.48,1.0805
1910-08,San Diego,ssp370,62.36,0.9319
1910-09,San Diego,ssp370,62.3,1.0384
1910-10,San Diego,ssp370,62.35,0.8974
1910-11,San Diego,ssp370,62.34,0.9481
1910-12,San Diego,ssp370,62.32,0.9649
1911-01,San Diego,ssp370,62.55,0.9685
1911-02,San Diego,ssp370,62.38,0.9687
1911-03,San Diego,ssp370,62.61,0.9674
1911-04,San Diego,ssp370,62.81,0.6336
1911-05,San Diego,ssp370,62.81,0.6741
1911-06,San Diego,ssp370,62.48,0.8904
1911-07,San Diego,ssp370,62.23,0.9926
1911-08,San Diego,ssp370,62.18,0.9902
1911-09,San Diego,ssp370,62.06,0.918
1911-10,San Diego,ssp370,61.96,0.8773
1911-11,San Diego,ssp370,61.91,0.8578
1911-12,San Diego,ssp370,61.79,0.8341
1912-01,San Diego,ssp370,61.84,0.8301
1912-02,San Diego,ssp370,61.57,0.8302
1912-03,San Diego,ssp370,61.41,0.879
1912-04,San Diego,ssp370,61.42,0.9079
1912-05,San Diego,ssp370,61.62,0.821
1912-06,San Diego,ssp370,62.01,0.6802
